,month_of_crash,day_of_week,hour_of_crash,manner_of_collision,light_condition,land_use,latitude,longitude,atmospheric_conditions_1,number_of_drunk_drivers,number_of_fatalities
423,3,6,20,0,2,1,42.9523,-106.3314,1,1,1
424,6,7,0,0,2,1,39.64337778,-86.42016944,1,0,1
425,8,1,1,0,2,2,31.50977778,-89.29388056,1,0,1
426,5,7,7,0,1,1,40.80602778,-78.06249167,1,0,1
427,7,4,16,0,1,1,35.5862,-89.08936944,1,1,1
428,11,6,15,0,1,1,31.05568889,-104.58345278,1,0,1
429,1,6,99,0,2,1,35.15565,-116.19101111,1,1,2
430,10,5,19,0,5,1,38.56223889,-89.83418056,1,0,1
431,6,5,14,0,1,1,33.12176667,-111.84476944,1,0,1
432,6,1,18,0,1,1,33.47727778,-112.84762778,1,0,1
433,8,7,7,0,1,1,47.53424444,-116.09785278,1,0,1
434,1,2,16,0,1,1,30.56518889,-81.64319444,1,0,1
435,9,5,15,0,1,1,38.25284444,-87.43280278,1,0,2
436,7,5,15,0,1,1,40.22949167,-86.61858889,1,0,1
437,4,2,17,0,1,1,39.44976111,-87.11268056,1,1,1
438,8,7,17,0,1,1,28.64268889,-99.17856944,1,1,1
439,5,7,0,0,2,1,39.82796944,-84.78168889,1,0,1
440,8,1,20,0,2,1,33.91198611,-112.145775,1,0,1
441,7,3,0,0,3,1,31.19402778,-105.52845833,1,0,1
442,3,1,20,0,2,1,31.38933056,-103.60615,1,0,1
443,3,2,4,0,2,2,39.70044444,-105.23951389,1,0,1
444,7,2,20,0,1,2,40.81194444,-75.67298056,1,0,1
445,5,3,13,0,1,2,40.54626944,-74.28586944,1,0,1
446,9,1,13,0,1,2,40.07771389,-75.54503889,1,0,1
447,12,6,8,0,1,1,38.149275,-96.49690556,1,0,1
448,11,1,10,0,1,1,45.55383889,-68.54983889,1,0,1
449,12,5,2,0,3,1,28.00365,-82.31463889,1,0,1
450,6,1,17,0,1,2,30.11314444,-93.80679444,1,0,1
451,6,3,6,0,4,2,30.54005,-88.23368889,1,0,1
452,11,6,22,0,3,2,26.31818889,-80.11818889,1,1,1
453,1,1,23,0,3,2,26.43938056,-80.09058889,1,0,1
454,1,4,8,0,1,2,35.53479722,-82.60274444,1,0,1
455,4,3,8,0,1,2,32.36698056,-86.14332222,1,0,1
456,2,3,16,0,1,2,35.3829,-97.1611,1,0,1
457,8,7,14,0,1,2,29.791225,-95.04900278,1,0,1
458,5,7,15,0,1,2,40.54001111,-74.51013056,1,0,1
459,6,2,23,0,3,2,38.62779167,-90.13845,1,0,1
460,6,1,5,0,4,2,33.6137,-117.26104167,1,0,1
461,7,6,0,0,3,2,43.15652222,-77.71878611,1,0,1
462,7,7,19,0,1,2,29.36285556,-94.98885556,1,0,1
463,7,6,8,0,1,2,32.50643889,-92.15878056,1,0,1
464,2,5,7,0,4,1,35.11951111,-78.17031944,1,0,1
465,10,5,21,0,2,2,36.61693056,-87.29713056,1,1,1
466,10,1,4,0,2,2,32.99078611,-111.74338611,1,1,2
467,7,3,23,0,2,2,33.23941389,-86.80274167,1,0,1
468,11,1,3,0,2,2,41.50111111,-73.15231111,1,0,1
469,12,6,17,0,2,2,35.22762222,-90.21210556,1,0,1
470,7,5,22,0,2,2,33.27415556,-111.96283889,1,0,1
471,8,6,6,0,2,2,33.9909,-80.95406111,1,1,1
472,8,1,18,0,1,1,42.28040833,-85.15761389,1,0,1
473,8,7,21,0,2,2,36.32691667,-114.92636944,1,0,1
474,8,1,18,0,1,2,40.21135833,-74.87602778,1,0,1
475,10,7,10,0,1,2,32.05278333,-110.75997222,1,0,1
476,12,4,13,0,1,2,32.66780278,-96.73235833,1,0,1
477,4,7,13,0,1,2,30.26616944,-81.60973889,1,1,1
478,12,5,22,0,2,2,39.17402778,-94.49285833,1,1,1
479,10,1,16,0,1,2,40.36069444,-104.98368056,1,0,1
480,10,1,1,0,2,2,31.98898889,-81.29924167,1,0,1
481,7,5,23,0,3,2,26.41248611,-80.09025556,1,0,1
482,12,4,4,0,3,2,39.7125,-104.99995,1,0,1
483,8,2,17,0,3,2,39.92663333,-86.26736944,1,0,1
484,7,6,4,0,3,2,41.87359167,-87.73499444,1,0,1
485,10,6,2,0,3,2,33.79096667,-117.89041111,1,1,1
486,12,7,14,0,1,2,29.46846111,-98.61645,1,0,1
487,1,1,11,0,1,2,26.47099722,-81.79055278,1,0,1
488,7,3,10,0,1,2,40.43627222,-89.00695,1,0,1
489,10,1,18,0,2,2,40.18570278,-104.98055556,1,1,1
490,8,1,19,0,2,2,36.32502222,-114.92989444,1,1,1
491,6,6,22,0,2,2,35.19655833,-107.91307222,1,1,1
492,2,1,20,0,2,2,35.02572222,-106.63831389,1,1,1
493,1,7,4,0,2,2,33.55243056,-117.18761667,1,1,1
494,6,2,23,0,3,2,33.6481,-117.73841111,1,0,1
495,6,5,9,0,1,2,39.93194444,-104.79579722,1,0,1
496,5,3,9,0,1,2,31.65216944,-90.45701111,1,0,1
497,10,2,15,0,1,2,30.09186111,-99.15786944,1,0,1
498,5,2,15,0,1,2,32.384225,-93.75178611,1,0,1
499,7,2,12,0,1,2,30.60741667,-86.98296667,1,0,1
500,4,1,15,0,1,2,28.92425,-80.93828889,1,0,1
501,9,7,14,0,1,2,42.22161389,-85.80434167,1,0,1
502,6,7,10,0,1,2,35.4024,-97.5761,1,0,1
503,8,7,19,0,1,2,33.51985278,-86.85704722,1,0,1
504,10,1,3,0,2,2,36.12651944,-86.72833056,1,1,1
505,6,1,19,0,1,2,39.97859444,-76.69763889,1,0,1
506,12,6,12,0,1,2,41.23126667,-95.84303889,1,0,1
507,5,6,7,0,1,2,33.46298611,-112.17383056,1,0,1
508,7,7,11,0,1,2,32.75965278,-97.20896667,1,0,1
509,2,1,15,0,1,2,38.34537222,-85.75933333,1,0,1
510,8,4,18,0,1,2,26.29932778,-81.74266667,1,0,1
511,8,5,13,0,1,2,40.29734444,-84.18155833,1,0,1
512,3,3,12,0,1,2,32.162625,-110.98376389,1,0,1
513,5,7,0,0,2,2,37.93696389,-87.53575556,1,0,1
514,6,3,18,0,1,2,35.03946667,-110.73683611,1,0,1
515,12,4,15,0,1,2,35.17925556,-111.63873056,1,0,1
516,9,7,7,0,1,2,41.7373,-122.62963056,1,0,1
517,8,2,6,0,4,2,35.16348333,-80.9556,1,0,1
518,6,2,5,0,4,2,38.70489167,-104.72334167,1,0,1
519,5,3,20,0,2,2,33.45695,-112.51905278,1,1,1
520,1,1,21,0,2,2,32.35693333,-111.088125,1,1,1
521,4,7,1,0,2,2,32.85524722,-111.68735833,1,1,1
522,6,1,4,0,2,2,33.57873611,-86.71105556,1,0,2
523,12,6,6,0,4,2,33.02369444,-97.27591389,1,0,1
524,9,2,2,0,3,2,41.23307778,-95.88115833,1,0,1
525,1,6,1,0,3,2,28.11556111,-80.70581111,1,0,1
526,7,2,7,0,4,1,30.775675,-101.95305278,1,0,1
527,5,2,6,0,4,1,37.90222222,-104.82888889,1,0,1
528,4,3,2,0,2,2,32.37550556,-106.79325833,1,0,1
529,12,4,5,0,2,2,30.38471667,-97.67298889,1,0,1
530,7,1,17,0,1,1,39.45205556,-122.19341111,1,0,1
531,10,7,11,0,1,1,46.89068056,-102.95958056,1,0,1
532,9,2,17,0,1,1,44.2601,-106.4901,1,0,1
533,7,7,11,0,1,1,34.06739167,-117.42055556,1,1,1
534,11,1,6,0,1,1,40.56,-88.90895278,1,0,1
535,2,1,10,0,1,1,33.66002778,-115.79280833,1,0,2
536,8,1,16,0,1,1,34.75519444,-114.56833611,1,0,1
537,6,4,20,0,1,1,46.83671944,-100.44681111,1,0,1
538,8,4,13,0,1,1,39.65752222,-86.39155833,1,0,1
539,1,7,17,0,2,2,36.09091667,-79.99189444,1,0,1
540,10,6,5,0,2,2,26.08186111,-80.16851944,1,0,1
541,10,1,3,0,3,2,45.1156,-93.18996667,1,1,1
542,10,5,1,0,3,2,41.47491389,-81.48830556,1,1,1
543,8,6,0,0,3,2,37.05773889,-88.65498333,1,0,1
544,8,3,21,0,3,2,33.69685556,-84.40500556,1,0,1
545,5,6,0,0,3,2,41.29747222,-72.71299722,1,1,1
546,4,7,4,0,3,2,39.77088889,-104.82788889,1,0,2
547,7,1,0,0,3,2,41.83390833,-71.41641111,1,1,1
548,4,7,1,0,3,2,41.89016944,-87.64972778,1,0,1
549,5,7,22,0,2,1,31.571875,-102.95709444,1,1,1
550,2,2,13,0,1,1,35.2369,-97.6805,3,0,1
551,12,3,18,0,2,1,45.99943056,-68.27975,3,0,1
552,12,3,0,0,2,1,44.14798611,-87.73170833,3,0,1
553,7,2,15,0,1,2,33.89822222,-84.24851389,10,0,1
554,3,5,12,0,1,2,41.84795278,-87.61771111,1,0,1
555,6,3,12,0,1,1,45.25994167,-97.05187222,1,0,1
556,2,2,17,0,5,2,47.81974722,-122.281775,1,0,1
557,12,3,11,0,1,2,38.05982222,-78.94333333,1,0,1
558,5,5,6,0,1,2,36.75746667,-76.285,1,0,1
559,9,3,9,0,1,2,35.6408,-97.4828,1,0,1
560,6,7,22,0,3,2,29.67893333,-95.40241389,10,1,1
561,8,6,11,0,1,2,38.67390833,-90.36228056,10,0,1
562,3,5,20,0,3,1,30.05401389,-99.02521944,1,0,1
563,8,7,10,0,1,1,32.44313889,-96.66391389,1,0,1
564,5,7,11,0,1,2,43.14043056,-77.54140278,1,0,1
565,4,3,6,0,1,2,30.16919167,-81.60245278,1,1,1
566,5,5,6,0,1,2,30.33852778,-89.49566667,1,0,1
567,3,1,10,0,1,2,33.95176667,-117.30328333,1,0,1
568,7,4,0,0,3,2,40.89039722,-73.88651111,1,1,1
569,9,3,13,0,1,1,36.404925,-82.47358889,1,0,1
570,4,4,1,0,2,2,32.77355833,-97.31923333,1,0,1
571,8,5,21,0,2,2,36.03621111,-86.64468889,1,0,1
572,5,4,22,0,2,2,39.69480278,-86.191375,1,0,1
573,10,1,21,0,2,2,38.808525,-76.9701,1,1,1
574,8,3,17,0,1,2,41.44701389,-81.74263333,10,0,1
575,5,1,18,0,1,2,39.69649167,-84.22953889,1,0,1
576,7,2,21,0,3,2,39.05485,-94.48073889,98,0,1
577,5,7,2,0,3,2,39.96267222,-75.18329167,1,0,1
578,12,3,4,0,3,2,33.91746667,-118.28544722,2,0,1
579,6,2,15,0,1,1,37.68406667,-77.66932778,1,0,1
580,11,1,16,0,1,1,38.44194444,-77.40972222,1,0,1
581,11,6,1,0,2,2,32.65734722,-117.07373611,10,0,2
582,12,6,17,0,1,2,43.00959444,-83.68236389,4,0,1
583,1,7,7,0,1,2,42.38543333,-83.25838889,4,0,1
584,7,5,5,0,3,2,42.37942222,-83.193225,1,0,1
585,1,4,13,0,1,2,41.17853056,-79.35825278,4,0,1
586,1,2,22,0,2,2,27.83938333,-97.55581944,4,0,1
587,2,5,2,0,2,2,40.06512778,-80.78617222,4,0,1
588,7,5,18,0,1,2,42.32651944,-83.16091944,1,0,1
589,12,5,21,0,2,2,32.713425,-117.14651111,1,0,2
590,7,3,17,0,1,2,39.825925,-75.22769444,1,0,1
591,9,2,17,0,1,2,43.02140278,-85.66666111,1,0,1
592,1,5,19,0,3,2,36.09897222,-115.18065833,1,0,1
593,6,4,6,0,1,2,32.75268056,-96.80953889,1,0,1
594,11,3,5,0,3,2,32.81172778,-96.85218333,1,0,1
595,11,1,2,0,3,2,42.10181389,-72.59341667,1,0,1
596,12,5,5,0,3,2,33.66848056,-117.75466944,1,0,1
597,1,7,22,0,3,2,32.76737778,-96.87772778,1,0,1
598,10,7,1,0,3,2,38.61945556,-90.187925,1,0,1
599,7,6,1,0,3,2,34.067825,-117.29502778,1,0,1
600,4,6,5,0,3,2,33.82602778,-118.21328889,1,0,1
601,3,2,1,0,3,2,38.73922222,-90.36397222,2,0,1
602,9,2,20,0,2,2,33.83254167,-84.33658056,2,0,1
603,5,4,0,0,3,2,39.74691111,-75.55841944,2,0,1
604,11,1,19,0,3,2,32.79199167,-96.79262778,2,0,1
605,11,1,21,0,2,2,33.90156111,-84.27196667,2,0,1
606,11,2,16,0,3,2,47.10272778,-122.59614444,2,0,1
607,4,2,5,0,3,2,33.77781667,-84.39076944,2,0,1
608,11,5,18,0,2,2,34.60571111,-98.37661667,2,0,1
609,2,5,3,0,3,2,45.50509167,-122.56511944,2,0,1
610,11,6,1,0,2,2,35.5214,-98.7165,2,0,1
611,12,1,99,0,2,2,35.20531944,-97.47964167,2,0,1
612,1,3,2,0,2,1,40.04766944,-86.48992778,3,0,1
613,12,4,16,0,2,1,46.97160278,-120.35184167,3,0,1
614,2,5,3,0,2,1,30.6239,-81.65143056,2,0,1
615,1,5,20,0,3,2,32.31198611,-90.24625556,2,0,1
616,10,1,0,0,2,2,33.74473056,-84.398775,2,0,1
617,7,4,5,0,3,2,35.4749,-97.5792,2,0,1
618,10,1,5,0,2,1,29.77226944,-96.06438056,2,0,1
619,3,4,1,0,3,2,37.33419444,-122.07058889,2,0,1
620,1,7,22,0,2,1,35.3846,-96.7594,2,0,1
621,2,2,21,0,3,2,29.51594722,-98.41109167,2,0,1
622,1,7,15,0,1,2,41.61731389,-72.69560278,99,0,1
623,3,7,5,0,2,2,34.67823889,-92.35961667,8,0,1
624,2,1,19,0,2,1,35.58965556,-106.06407778,99,0,1
625,4,2,22,0,3,2,32.45076111,-93.86568889,99,0,1
626,4,1,5,0,2,2,35.28407778,-81.19019444,5,0,1
627,3,2,23,0,2,2,29.59733056,-97.973925,5,0,1
628,12,2,23,0,2,1,33.29143056,-93.92000278,5,0,1
629,1,2,6,0,2,1,43.85438333,-116.76789167,5,0,1
630,4,1,4,0,2,1,30.12214722,-90.669525,5,0,1
631,12,4,18,0,2,2,29.12237222,-81.04740833,10,0,1
632,3,5,22,0,2,2,32.92378889,-96.76015278,10,0,1
633,8,4,22,0,2,1,30.132975,-82.66456944,10,0,1
634,10,7,4,0,2,1,39.64719167,-85.91624444,10,0,1
635,2,3,19,0,2,1,35.66363889,-81.95803611,10,0,1
636,12,4,18,0,3,2,36.08398611,-79.97080556,10,0,1
637,6,6,2,0,2,2,35.5013,-97.9296,10,1,1
638,2,7,19,0,2,2,38.05768333,-85.69870278,10,0,1
639,9,4,3,0,2,2,32.49863889,-82.98408611,10,0,1
640,9,5,6,0,2,1,29.38408889,-82.23443889,10,0,1
641,9,4,10,0,1,1,34.71420833,-86.64348611,10,0,1
642,3,3,20,0,2,2,43.81113333,-123.039925,10,0,1
643,7,4,20,0,5,2,25.81136111,-80.1894,10,0,1
644,2,1,1,0,2,2,36.32608056,-86.70597222,10,1,2
645,10,6,23,0,3,1,30.725225,-88.06959167,10,0,1
646,1,3,12,0,1,2,41.47478056,-81.69004722,10,1,1
647,6,6,99,0,9,1,35.87,-88.00613889,10,0,1
648,1,5,13,0,1,2,39.80232778,-86.00940278,10,0,1
649,9,2,7,0,4,2,38.02575833,-122.25955556,10,0,1
650,12,4,9,0,1,2,43.66355278,-116.66126944,10,0,1
651,11,1,2,0,3,2,35.21440278,-80.87273333,10,1,1
652,4,4,23,0,3,2,26.08409722,-80.19689444,10,0,1
653,2,2,4,0,3,2,34.03396111,-118.22003333,10,0,1
654,5,6,21,0,3,2,40.62595,-111.90294167,10,0,1
655,12,6,18,0,3,2,30.33566111,-81.76138889,10,0,1
656,11,1,19,0,2,2,38.75977778,-90.46980556,10,0,1
657,6,7,2,0,2,2,39.27161944,-94.66821944,10,0,1
658,12,1,20,0,2,2,32.64461389,-96.8512,10,0,1
659,12,7,19,0,2,2,29.59420278,-98.28796389,10,0,1
660,1,6,3,0,2,2,34.09299167,-117.99046111,10,0,1
661,10,6,21,0,2,2,44.11753889,-103.109725,10,1,1
662,10,4,6,0,2,2,35.3837,-96.9385,10,0,1
663,7,4,22,0,3,2,29.39436944,-98.47967778,10,0,1
664,5,1,3,0,2,2,40.63395833,-111.83088056,10,0,1
665,5,4,1,0,2,2,40.81818889,-74.02783889,10,0,2
666,12,6,16,0,5,1,43.69265,-89.47003889,10,0,1
667,3,7,22,0,2,1,45.61461111,-107.46450556,10,0,1
668,9,6,19,0,2,1,46.50132222,-122.87673333,10,0,1
669,12,4,17,0,2,1,43.71682778,-98.71570278,10,0,1
670,1,3,4,0,3,1,30.06256389,-95.43323611,10,0,1
671,7,1,4,0,3,2,25.84708889,-80.20808056,10,0,1
672,5,5,5,0,3,2,29.99904444,-95.27029722,10,0,1
673,10,7,5,0,3,2,29.74209167,-95.35734444,10,0,1
674,7,6,0,0,3,2,42.19421944,-71.84821389,10,0,1
675,8,7,5,0,2,2,30.25087778,-81.51576667,10,0,1
676,7,4,3,0,2,2,30.40691944,-92.05638056,10,0,1
677,11,7,17,0,2,1,36.48195556,-80.71051389,10,0,1
678,8,1,3,0,2,1,43.40802778,-116.02208889,10,1,1
679,11,3,21,0,2,1,30.67738611,-83.21974444,10,0,1
680,7,7,0,0,2,1,39.93092222,-86.28247778,10,0,1
681,2,7,2,0,3,2,39.95364722,-82.95991389,10,1,1
682,12,7,1,0,6,1,27.08582778,-80.25163611,10,1,1
683,11,1,1,0,2,2,39.71563056,-75.57473056,10,0,1
684,12,1,4,0,2,2,37.90381111,-122.31264722,10,0,1
685,8,5,23,0,3,2,29.77396667,-95.31909722,10,0,1
686,12,3,0,0,3,2,29.67357778,-95.54485556,10,0,1
687,6,7,19,0,1,2,33.96357778,-80.95298611,10,0,1
688,12,7,19,0,3,2,30.35936389,-81.66870278,10,0,1
689,10,2,0,0,3,2,34.02026111,-118.18515,10,0,1
690,1,2,6,0,1,2,34.06881111,-117.35211389,10,0,1
691,10,7,23,0,2,2,30.28866944,-81.9852,10,0,1
692,5,1,1,0,3,2,35.3636,-97.4947,10,0,1
693,2,6,22,0,3,2,42.41303056,-82.94325556,10,0,1
694,12,7,18,0,2,2,34.66601389,-92.39157778,10,0,1
695,1,5,19,0,2,2,39.7545,-75.49836944,10,0,1
696,3,6,23,0,3,2,26.43938056,-80.09058889,10,0,1
697,4,7,6,0,2,2,32.94037222,-97.01331944,10,0,1
698,11,1,18,0,2,2,37.42662222,-121.917125,10,0,1
699,7,5,4,0,2,2,33.16435278,-117.34265833,10,0,1
700,2,6,23,0,2,2,34.12085278,-117.88388611,10,0,1
701,1,7,20,0,2,1,30.71022778,-97.64895278,1,0,1
702,6,5,3,0,2,1,35.04469444,-90.70756111,1,0,1
703,9,4,20,0,2,1,39.62476111,-107.12138889,1,0,1
704,3,3,3,0,2,1,39.95614444,-83.37196667,1,0,1
705,4,1,3,0,2,1,30.35328889,-90.41678056,1,1,1
706,10,7,2,0,2,1,36.69887778,-104.48325278,1,0,1
707,2,3,21,0,2,1,29.69643333,-97.12355,1,0,1
708,10,2,19,0,2,1,35.61034722,-106.02739444,1,0,1
709,9,7,3,0,2,1,30.25133056,-82.21166944,1,0,1
710,7,1,23,0,2,1,38.156325,-84.43345556,1,0,1
711,10,7,5,0,2,1,26.14595,-80.49666944,1,0,1
712,5,1,5,0,2,1,32.29362222,-108.57511667,1,0,1
713,11,7,20,0,2,1,31.05364444,-81.64259722,1,0,1
714,2,1,22,0,2,1,34.61256389,-117.24228611,1,0,1
715,11,3,21,0,2,1,39.02452222,-95.12754722,1,0,1
716,5,2,20,0,2,1,35.08578889,-119.02771667,1,0,1
717,4,7,1,0,2,1,33.26128056,-117.42878056,1,0,1
718,6,1,2,0,2,1,26.72198889,-81.82068889,1,0,1
719,11,3,19,0,2,1,35.772525,-79.82875833,1,0,1
720,11,1,3,0,2,1,36.41168333,-78.32350556,1,0,1
721,4,6,0,0,2,1,35.9783,-79.90735,1,0,1
722,1,4,23,0,2,1,30.58373889,-81.64676389,1,0,1
723,11,7,20,0,2,1,36.65799444,-114.57686111,1,0,1
724,2,1,17,0,1,1,40.70963611,-98.82034167,1,0,1
725,7,6,4,0,2,1,37.04423333,-86.169125,1,0,1
726,3,3,12,0,1,1,30.17625556,-99.27620278,1,0,1
727,12,7,6,0,1,1,34.35904722,-79.50674167,1,0,1
728,6,7,9,0,1,1,34.48735278,-83.02548611,1,0,1
729,8,2,2,0,2,1,35.10359444,-90.59177222,1,0,1
730,7,6,15,0,1,1,34.20640833,-79.92244722,1,0,1
731,9,1,15,0,1,2,34.34299722,-89.91488333,1,0,1
732,7,4,9,0,1,2,47.56081944,-122.09093611,1,0,1
733,2,1,18,0,1,2,26.18991667,-98.11361944,1,0,1
734,9,3,16,0,1,2,37.82963889,-92.10605556,1,0,1
735,6,7,23,0,6,2,34.06944167,-81.01533889,1,0,1
736,1,5,0,0,2,2,34.74731944,-82.28081389,1,0,1
737,6,4,4,0,4,1,43.16035278,-112.38852778,1,0,1
738,3,3,21,0,3,1,30.48334722,-95.494475,1,0,1
739,12,7,2,0,2,1,40.65475833,-89.00454444,1,0,1
740,12,7,22,0,2,1,35.86168889,-84.41053889,1,0,1
741,12,2,18,0,2,1,34.44064722,-77.875425,1,0,1
742,11,6,22,0,2,1,35.033925,-107.47420556,1,0,1
743,6,2,4,0,2,1,35.16293889,-92.63596667,1,0,1
744,11,5,3,0,2,1,41.55938333,-122.49048611,1,0,1
745,4,6,22,0,6,1,34.30663611,-80.99936389,1,0,1
746,10,7,5,0,2,1,38.49908333,-90.71511111,1,0,1
747,8,1,4,0,2,1,38.88413889,-91.402,1,0,1
748,10,1,22,0,3,2,42.341775,-83.11663056,1,0,2
749,10,3,22,0,3,2,33.57694444,-84.34291111,1,0,1
750,9,5,21,0,3,2,38.66200833,-90.19710556,1,0,1
751,10,6,22,0,3,2,31.41768333,-83.50531944,1,0,1
752,12,2,14,0,1,2,35.10711111,-106.70153333,1,0,1
753,9,7,20,0,2,2,30.23713889,-93.22551944,1,0,1
754,1,2,17,0,2,2,38.7251,-121.29101667,1,0,1
755,1,3,20,0,2,2,38.65380556,-121.53143889,1,0,1
756,7,4,3,0,2,2,32.73754722,-97.35301389,1,0,1
757,1,7,0,0,2,2,35.06890278,-80.95052778,1,0,1
758,2,2,22,0,2,2,37.42179167,-121.91484722,1,0,1
759,4,5,20,0,3,2,38.13713611,-85.70674444,1,0,1
760,9,4,22,0,2,2,33.83019444,-118.25459444,1,0,1
761,10,6,1,0,3,2,35.26730833,-80.87261944,1,0,1
762,1,7,17,0,3,2,38.98261389,-94.70806111,1,0,1
763,10,7,3,0,3,2,41.87576944,-87.68636944,1,1,1
764,1,7,21,0,2,2,39.75283056,-75.55363889,1,0,1
765,9,7,0,0,2,2,37.80860278,-122.24223056,1,1,1
766,10,1,1,0,3,2,28.54854444,-81.38240833,1,0,1
767,12,7,1,0,2,2,37.71310278,-122.45231667,1,0,1
768,7,7,2,0,2,2,32.7813,-117.2079,1,0,1
769,8,1,23,0,2,2,34.47233056,-117.34471667,1,0,1
770,8,1,5,0,2,2,30.24683056,-92.06246111,1,0,1
771,4,6,21,0,2,2,30.23688056,-93.23143889,1,0,1
772,3,4,2,0,2,2,34.32184444,-118.49750833,1,0,1
773,12,3,18,0,2,2,36.1605,-95.9527,1,0,1
774,11,2,9,0,1,2,41.15100833,-112.02558889,1,0,1
775,2,1,4,0,2,2,39.01933333,-94.16972222,1,0,1
776,7,2,2,0,2,2,29.3298,-94.9326,1,0,1
777,2,4,1,0,2,2,30.24701389,-92.06247222,1,0,1
778,1,6,21,0,3,2,44.93979722,-93.11628611,1,0,1
779,10,5,5,0,3,2,29.99817778,-95.425725,1,0,1
780,2,6,4,0,2,2,33.90701944,-84.43107778,1,0,1
781,9,2,3,0,2,2,42.08338611,-71.22209167,1,0,1
782,1,5,20,0,2,2,38.54972222,-90.28494444,1,0,1
783,10,2,23,0,3,2,41.55003611,-93.77611389,1,0,1
784,4,1,21,0,3,2,38.79605556,-90.57419444,1,0,1
785,2,4,14,0,1,2,42.18396944,-71.886975,1,0,1
786,4,7,1,0,2,2,34.87031111,-114.65026111,1,0,1
787,2,1,0,0,2,2,29.77386111,-95.23896944,1,0,1
788,10,1,0,0,3,2,37.64836944,-97.309425,1,0,1
789,3,2,6,0,4,2,44.96567778,-93.26609444,1,0,1
790,11,1,4,0,3,2,29.99678333,-95.271525,1,1,1
791,5,4,23,0,2,2,28.06126389,-82.35333889,1,0,1
792,10,1,0,0,3,2,32.70195,-96.61326111,1,0,1
793,1,3,23,0,3,2,27.99843611,-82.34173056,1,0,1
794,8,2,15,0,1,2,32.77948333,-116.99725556,1,0,1
795,12,4,18,0,3,1,33.17265,-87.45599722,1,0,1
796,9,3,14,0,1,2,40.43500278,-79.99863611,1,0,1
797,9,2,11,0,1,2,29.77900278,-95.37793889,1,0,1
798,8,2,19,0,1,2,35.09164167,-106.55477778,1,0,1
799,2,6,15,0,1,2,32.79671944,-96.68825556,1,0,1
800,10,6,19,0,2,2,34.68430833,-92.30920556,1,0,1
801,11,7,0,0,3,2,40.67071667,-73.80104444,1,0,1
802,12,3,19,0,3,2,32.91764444,-96.74482778,1,0,1
803,7,5,2,0,3,2,29.8122,-95.43273611,1,0,1
804,7,7,19,0,1,1,28.56259167,-99.20208611,1,0,1
805,3,7,20,0,2,1,35.81946111,-83.14503889,1,0,1
806,3,4,23,0,2,1,38.58121111,-121.50390833,1,0,1
807,3,3,18,0,1,1,34.22558056,-83.50913611,1,0,1
808,9,2,0,0,2,1,32.40333056,-99.39301944,1,0,1
809,10,6,18,0,1,1,38.56023056,-121.65921944,1,0,1
810,3,2,9,0,1,1,40.68328611,-116.98923056,1,0,1
811,4,3,3,0,2,1,34.29411111,-84.82258889,1,0,1
812,4,5,22,0,3,1,33.93084444,-116.98590556,1,0,2
813,2,3,1,0,2,1,37.22588889,-94.30241667,1,0,1
814,10,7,3,0,3,1,38.96022222,-85.84384444,1,0,1
815,3,7,2,0,3,1,34.03686111,-118.29421944,1,0,1
816,4,2,20,0,2,1,40.53795,-76.42896944,1,0,1
817,3,7,1,0,3,1,41.68051111,-88.07632778,1,0,1
818,10,7,4,0,2,1,30.88208611,-102.13144722,1,0,1
819,8,2,3,0,2,2,41.64360556,-72.86292222,1,0,1
820,9,5,21,0,2,2,38.098875,-122.22972222,1,0,1
821,8,7,3,0,2,2,36.21847222,-94.18099167,1,0,1
822,10,2,6,0,2,1,40.66780833,-116.72374167,1,0,1
823,7,7,99,0,2,1,31.11245,-92.44376111,1,0,1
824,10,4,6,0,3,1,39.63910278,-77.82533889,1,0,1
825,10,1,0,0,2,1,41.12075556,-88.39535833,1,0,1
826,3,7,20,0,3,1,33.92658333,-116.94121667,1,0,1
827,10,4,2,0,2,1,45.29633889,-112.67047222,1,1,1
828,7,2,1,0,2,1,37.06293056,-88.20680278,1,0,1
829,3,1,3,0,2,1,32.20896389,-90.23714722,1,0,1
830,1,1,23,0,6,2,34.0112,-118.16121111,1,0,1
831,8,2,22,0,6,2,33.42881944,-112.05997778,1,0,1
832,10,2,0,0,2,2,33.69336389,-84.40384167,1,0,1
833,8,6,10,0,1,2,40.59133889,-79.88962778,1,0,1
834,6,4,4,0,2,1,41.53694444,-83.49138889,1,0,1
835,3,4,19,0,5,2,37.63159722,-122.08151389,1,0,1
836,12,7,0,0,3,2,29.628525,-95.22992778,1,0,1
837,5,6,21,0,3,2,29.42716111,-98.41870556,1,0,1
838,12,6,20,0,3,2,32.82383333,-97.20501111,1,0,1
839,1,6,20,0,3,2,26.69925,-80.07138889,1,0,1
840,1,3,11,0,1,2,32.92439167,-96.77574722,1,0,1
841,8,7,22,0,3,2,29.84690556,-95.393925,1,0,1
842,7,3,2,0,3,2,32.81086944,-96.65287778,1,0,1
843,10,7,21,0,3,2,37.63674444,-97.30854444,1,0,1
844,12,1,20,0,3,2,31.51234167,-97.14030556,1,0,1
845,12,2,22,0,3,2,29.47914444,-98.60639722,1,0,1
846,11,1,21,0,3,2,41.75480833,-87.92005556,1,0,1
847,11,2,23,0,2,2,29.55115,-98.35833889,1,0,1
